movieID,movieDescription,movieScores,userReviews,criticReviews,metascore,nominationUrl,storyLine,taglines,genres,certificate,cast,faq,videos,photos,technicalSpecs
VHJhcA==,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,[],,,,/title/tt26753003/fullcredits/cast?ref_=tt_ov_st_sm,"While being distributed by a major studio (Warner Bros), Trap was allowed to resume filming under an interim agreement during the SAG-AFTRA strike as M. Night Shyamalan independently finances his own films.",M. Night Shyamalan,DirectorM. Night Shyamalan,M. Night Shyamalan,/title/tt26753003/fullcredits/cast/?ref_=tt_cl_sm,/title/tt26753003/technical?ref_=tt_spec_sm,/title/tt26753003/videogallery/?ref_=tt_vi_sm,/title/tt26753003/mediaviewer/rm967997697/?ref_=tt_mi_sm,/title/tt26753003/news/?ref_=tt_nwr_sm
R2hvc3RidXN0ZXJzOiBGcm96ZW4gRW1waXJl,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21235248/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">443</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21235248/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">202</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21235248/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">46</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt21235248/reviews/?ref_=tt_ov_rt', '443', 'User reviews']","['/title/tt21235248/externalreviews/?ref_=tt_ov_rt', '202', 'Critic reviews']","['/title/tt21235248/criticreviews/?ref_=tt_ov_rt', '46', '46']",/title/tt21235248/fullcredits/writer?ref_=tt_ov_wr_sm,"McKenna Grace, Finn Wolfhard, Paul Rudd, and Carrie Coon answer your questions about the movie.",Gil Kenan,DirectorGil Kenan,Gil Kenan,/title/tt21235248/fullcredits/cast/?ref_=tt_cl_sm,/title/tt21235248/faq/?ref_=tt_faq_sm,/title/tt21235248/videogallery/?ref_=tt_vi_sm,/title/tt21235248/mediaviewer/rm2096710145/?ref_=tt_mi_sm,/title/tt21235248/technical?ref_=tt_spec_sm
S3VuZyBGdSBQYW5kYSA0,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21692408/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">321</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21692408/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">124</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21692408/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">54</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt21692408/reviews/?ref_=tt_ov_rt', '321', 'User reviews']","['/title/tt21692408/externalreviews/?ref_=tt_ov_rt', '124', 'Critic reviews']","['/title/tt21692408/criticreviews/?ref_=tt_ov_rt', '54', '54']",/title/tt21692408/fullcredits/writer?ref_=tt_ov_wr_sm,Here's the cast and crew of Kung Fu Panda 4 taking us behind the scenes of the movie!,Mike MitchellStephanie Stine,DirectorsMike MitchellStephanie Stine,Mike MitchellStephanie Stine,/title/tt21692408/fullcredits/cast/?ref_=tt_cl_sm,/title/tt21692408/faq/?ref_=tt_faq_sm,/title/tt21692408/videogallery/?ref_=tt_vi_sm,/title/tt21692408/mediaviewer/rm4025370625/?ref_=tt_mi_sm,/title/tt21692408/technical?ref_=tt_spec_sm
VGhlIEJlZWtlZXBlcg==,"One man's brutal campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as ""Beekeepers.""","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt15314262/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">774</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt15314262/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">180</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt15314262/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">54</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt15314262/reviews/?ref_=tt_ov_rt', '774', 'User reviews']","['/title/tt15314262/externalreviews/?ref_=tt_ov_rt', '180', 'Critic reviews']","['/title/tt15314262/criticreviews/?ref_=tt_ov_rt', '54', '54']",/title/tt15314262/fullcredits/cast?ref_=tt_ov_st_sm,"Adam Clay's birth date from FBI file is 7/26/1967, which is Jason Statham's actual birth date.",David Ayer,DirectorDavid Ayer,David Ayer,/title/tt15314262/fullcredits/cast/?ref_=tt_cl_sm,/title/tt15314262/faq/?ref_=tt_faq_sm,/title/tt15314262/videogallery/?ref_=tt_vi_sm,/title/tt15314262/mediaviewer/rm1212763905/?ref_=tt_mi_sm,/title/tt15314262/technical?ref_=tt_spec_sm
VGhlIEdlb3JnZXRvd24gUHJvamVjdA==,A troubled actor begins to unravel while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.,[],,,,/title/tt11240348/fullcredits/cast?ref_=tt_ov_st_sm,"Director Joshua John Miller is the son of Jason Miller, the actor who played Father Damien Karras in The Exorcist (1973).",Joshua John Miller,DirectorJoshua John Miller,Joshua John Miller,/title/tt11240348/fullcredits/cast/?ref_=tt_cl_sm,/title/tt11240348/technical?ref_=tt_spec_sm,/title/tt11240348/videogallery/?ref_=tt_vi_sm,/title/tt11240348/mediaviewer/rm3634200065/?ref_=tt_mi_sm,/title/tt11240348/news/?ref_=tt_nwr_sm
RnVyaW9zYTogQSBNYWQgTWF4IFNhZ2E=,The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt12037194/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""less-than-three-Elements""><span class=""score"">1</span><span class=""label"">Critic review</span></span></a></li>]",,,,/title/tt12037194/fullcredits/cast?ref_=tt_ov_st_sm,See the official selections for the 2024 Cannes Film Festival.,George Miller,DirectorGeorge Miller,George Miller,/title/tt12037194/fullcredits/cast/?ref_=tt_cl_sm,/title/tt12037194/technical?ref_=tt_spec_sm,/title/tt12037194/videogallery/?ref_=tt_vi_sm,/title/tt12037194/mediaviewer/rm359287297/?ref_=tt_mi_sm,/title/tt12037194/news/?ref_=tt_nwr_sm
SGl0IE1hbg==,"A professor moonlighting as a hit man of sorts for his city police department, descends into dangerous, dubious territory when he finds himself attracted to a woman who enlists his services.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt20215968/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">2</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt20215968/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">52</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt20215968/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">82</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt20215968/reviews/?ref_=tt_ov_rt', '2', 'User reviews']","['/title/tt20215968/externalreviews/?ref_=tt_ov_rt', '52', 'Critic reviews']","['/title/tt20215968/criticreviews/?ref_=tt_ov_rt', '82', '82']",/title/tt20215968/fullcredits/director?ref_=tt_ov_dr_sm,"Richard Linklater and Glen Powell's fourth collaboration following 'Everybody Wants Some!!,' ""Fast Food Nation,"" and 'Apollo 10 1/2: A Space Age Childhood'. Additionally, Austin Amelio reunites with both after starring in the former alongside Powell.",1 nomination,DirectorRichard Linklater,1 nomination,/title/tt20215968/fullcredits/cast/?ref_=tt_cl_sm,/title/tt20215968/faq/?ref_=tt_faq_sm,/title/tt20215968/videogallery/?ref_=tt_vi_sm,/title/tt20215968/mediaviewer/rm569396481/?ref_=tt_mi_sm,/title/tt20215968/technical?ref_=tt_spec_sm
QmFjayB0byBCbGFjaw==,"The life and music of Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21261712/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">57</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21261712/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">64</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt21261712/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">49</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt21261712/reviews/?ref_=tt_ov_rt', '57', 'User reviews']","['/title/tt21261712/externalreviews/?ref_=tt_ov_rt', '64', 'Critic reviews']","['/title/tt21261712/criticreviews/?ref_=tt_ov_rt', '49', '49']",/title/tt21261712/fullcredits/cast?ref_=tt_ov_st_sm,Marisa Abela had done most of the singing in this film herself. She trained extensively to mimic Amy Winehouse's vocals.,Sam Taylor-Johnson,DirectorSam Taylor-Johnson,Sam Taylor-Johnson,/title/tt21261712/fullcredits/cast/?ref_=tt_cl_sm,/title/tt21261712/faq/?ref_=tt_faq_sm,/title/tt21261712/videogallery/?ref_=tt_vi_sm,/title/tt21261712/mediaviewer/rm491340289/?ref_=tt_mi_sm,/title/tt21261712/technical?ref_=tt_spec_sm
VGhlIEZpcnN0IE9tZW4=,"A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt5672290/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">183</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt5672290/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">159</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt5672290/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">65</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt5672290/reviews/?ref_=tt_ov_rt', '183', 'User reviews']","['/title/tt5672290/externalreviews/?ref_=tt_ov_rt', '159', 'Critic reviews']","['/title/tt5672290/criticreviews/?ref_=tt_ov_rt', '65', '65']",/title/tt5672290/fullcredits/writer?ref_=tt_ov_wr_sm,"Nell Tiger Free talks iconic horror franchises, handy Italian phrases, a memorable ""Game of Thrones"" exit, and more.",Arkasha Stevenson,DirectorArkasha Stevenson,Arkasha Stevenson,/title/tt5672290/fullcredits/cast/?ref_=tt_cl_sm,/title/tt5672290/faq/?ref_=tt_faq_sm,/title/tt5672290/videogallery/?ref_=tt_vi_sm,/title/tt5672290/mediaviewer/rm1609909249/?ref_=tt_mi_sm,/title/tt5672290/technical?ref_=tt_spec_sm
V2lzaA==,A young girl named Asha wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt11304740/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">465</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt11304740/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">178</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt11304740/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">47</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt11304740/reviews/?ref_=tt_ov_rt', '465', 'User reviews']","['/title/tt11304740/externalreviews/?ref_=tt_ov_rt', '178', 'Critic reviews']","['/title/tt11304740/criticreviews/?ref_=tt_ov_rt', '47', '47']",/title/tt11304740/fullcredits/writer?ref_=tt_ov_wr_sm,"This film is dedicated to Burny Mattinson, a Disney legend who died on February 27, 2023, having worked at Walt Disney Animation Studios for over 70 years.",1 win & 19 nominations,DirectorsChris BuckFawn Veerasunthorn,1 win & 19 nominations,/title/tt11304740/fullcredits/cast/?ref_=tt_cl_sm,/title/tt11304740/faq/?ref_=tt_faq_sm,/title/tt11304740/videogallery/?ref_=tt_vi_sm,/title/tt11304740/mediaviewer/rm3756545/?ref_=tt_mi_sm,/title/tt11304740/technical?ref_=tt_spec_sm
QXRsYXM=,"A bleak-sounding future, where an A.I. soldier has determined the only way to end war is to end humanity.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt14856980/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""less-than-three-Elements""><span class=""score"">1</span><span class=""label"">Critic review</span></span></a></li>]",,,,/title/tt14856980/fullcredits/cast?ref_=tt_ov_st_sm,,Brad Peyton,DirectorBrad Peyton,Brad Peyton,/title/tt14856980/fullcredits/cast/?ref_=tt_cl_sm,/title/tt14856980/technical?ref_=tt_spec_sm,/title/tt14856980/videogallery/?ref_=tt_vi_sm,/title/tt14856980/mediaviewer/rm2045410817/?ref_=tt_mi_sm,/title/tt14856980/news/?ref_=tt_nwr_sm
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Auschwitz commandant Rudolf Höss and his wife Hedwig strive to build a dream life for their family in a house and garden beside the camp.,"[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt7160372/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">436</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt7160372/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">281</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt7160372/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#54A72A"">92</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt7160372/reviews/?ref_=tt_ov_rt', '436', 'User reviews']","['/title/tt7160372/externalreviews/?ref_=tt_ov_rt', '281', 'Critic reviews']","['/title/tt7160372/criticreviews/?ref_=tt_ov_rt', '92', '92']",/title/tt7160372/fullcredits/cast?ref_=tt_ov_st_sm,"Mrs. Höss describes to her friends getting a coat from ""Canada"" while mocking another woman who thought she meant the sovereign country; Kanada was in fact the name given in Auschwitz to the vast storehouse of goods confiscated from the prisoners.",57 wins & 155 nominations total,DirectorJonathan Glazer,57 wins & 155 nominations total,/title/tt7160372/fullcredits/cast/?ref_=tt_cl_sm,/title/tt7160372/faq/?ref_=tt_faq_sm,/title/tt7160372/videogallery/?ref_=tt_vi_sm,/title/tt7160372/mediaviewer/rm2544184577/?ref_=tt_mi_sm,/title/tt7160372/technical?ref_=tt_spec_sm
QXJ0aWNsZSAzNzA=,"After unrest in Kashmir in 2016, local agent Zooni Haksar is chosen for a secret mission by Rajeshwari Swaminathan to end terrorism and economy conflict by abrogating Article 370 without bloodshed.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt30970235/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""less-than-three-Elements""><span class=""score"">171</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt30970235/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""less-than-three-Elements""><span class=""score"">15</span><span class=""label"">Critic reviews</span></span></a></li>]",,,,/title/tt30970235/fullcredits/writer?ref_=tt_ov_wr_sm,"The film was mostly filmed in Kashmir and Delhi, with some scenes in Mumbai. Director Aditya Jambhale shared that they filmed in a place in Kashmir where no movie had ever been shot before, especially in the Downtown area, which used to be off-limits even to authorities.",Aditya Suhas Jambhale,DirectorAditya Suhas Jambhale,Aditya Suhas Jambhale,/title/tt30970235/fullcredits/cast/?ref_=tt_cl_sm,/title/tt30970235/technical?ref_=tt_spec_sm,/title/tt30970235/videogallery/?ref_=tt_vi_sm,/title/tt30970235/mediaviewer/rm1028014337/?ref_=tt_mi_sm,/title/tt30970235/news/?ref_=tt_nwr_sm
VGhlIEdlbnRsZW1lbg==,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt8367814/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">1.7K</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt8367814/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">310</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt8367814/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">51</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt8367814/reviews/?ref_=tt_ov_rt', '1.7K', 'User reviews']","['/title/tt8367814/externalreviews/?ref_=tt_ov_rt', '310', 'Critic reviews']","['/title/tt8367814/criticreviews/?ref_=tt_ov_rt', '51', '51']",/title/tt8367814/fullcredits/writer?ref_=tt_ov_wr_sm,Hugh Grant filmed his scenes with Charlie Hunnam in five days; he had to deliver over 40 pages of dialogue during the shoot.,1 win & 4 nominations,DirectorGuy Ritchie,1 win & 4 nominations,/title/tt8367814/fullcredits/cast/?ref_=tt_cl_sm,/title/tt8367814/faq/?ref_=tt_faq_sm,/title/tt8367814/videogallery/?ref_=tt_vi_sm,/title/tt8367814/mediaviewer/rm4098262785/?ref_=tt_mi_sm,/title/tt8367814/technical?ref_=tt_spec_sm
R2xhc3M=,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","[<li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt6823368/reviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">2K</span><span class=""label"">User reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt6823368/externalreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score"">435</span><span class=""label"">Critic reviews</span></span></a></li>, <li class=""ipc-inline-list__item sc-9e83797f-1 cxyOpW"" role=""presentation""><a aria-disabled=""false"" class=""ipc-link ipc-link--baseAlt ipc-link--touch-target sc-9e83797f-2 cfrylA isReview"" href=""/title/tt6823368/criticreviews/?ref_=tt_ov_rt"" role=""button"" tabindex=""0""><span class=""three-Elements""><span class=""score""><span class=""sc-b0901df4-0 bcQdDJ metacritic-score-box"" style=""background-color:#BB8A00"">43</span></span><span class=""label""><span class=""metacritic-score-label"">Metascore</span></span></span></a></li>]","['/title/tt6823368/reviews/?ref_=tt_ov_rt', '2K', 'User reviews']","['/title/tt6823368/externalreviews/?ref_=tt_ov_rt', '435', 'Critic reviews']","['/title/tt6823368/criticreviews/?ref_=tt_ov_rt', '43', '43']",/title/tt6823368/fullcredits/writer?ref_=tt_ov_wr_sm,"Glass connects the worlds of Unbreakable and Split, but creator M. Night Shyamalan and stars Samuel L. Jackson and James McAvoy also have some surprising connections ...",2 wins & 15 nominations,DirectorM. Night Shyamalan,2 wins & 15 nominations,/title/tt6823368/fullcredits/cast/?ref_=tt_cl_sm,/title/tt6823368/faq/?ref_=tt_faq_sm,/title/tt6823368/videogallery/?ref_=tt_vi_sm,/title/tt6823368/mediaviewer/rm3377873920/?ref_=tt_mi_sm,/title/tt6823368/technical?ref_=tt_spec_sm
